id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
140,IPL-2010,Mumbai,28-03-2010,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,1,Mumbai Indians,41.0,0.0,Harbhajan Singh,Dr DY Patil Sports Academy,,,
141,IPL-2010,Delhi,29-03-2010,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,1,Delhi Capitals,40.0,0.0,DA Warner,Feroz Shah Kotla,,,
142,IPL-2010,Mumbai,30-03-2010,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,4.0,SL Malinga,Brabourne Stadium,,,
143,IPL-2010,Chennai,31-03-2010,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,1,Chennai Super Kings,0.0,5.0,M Vijay,"MA Chidambaram Stadium, Chepauk",,,
144,IPL-2010,Delhi,31-03-2010,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,1,Delhi Capitals,67.0,0.0,KD Karthik,Feroz Shah Kotla,,,
145,IPL-2010,Kolkata,01-04-2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,24.0,0.0,SC Ganguly,Eden Gardens,,,
146,IPL-2010,Chandigarh,02-04-2010,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,1,Royal Challengers Bangalore,0.0,6.0,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",,,
147,IPL-2010,Chennai,03-04-2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,23.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",,,
148,IPL-2010,Mumbai,03-04-2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,1,Mumbai Indians,63.0,0.0,AT Rayudu,Brabourne Stadium,,,
149,IPL-2010,Kolkata,04-04-2010,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,1,Punjab Kings,0.0,8.0,DPMD Jayawardene,Eden Gardens,,,
150,IPL-2010,Delhi,04-04-2010,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,1,Delhi Capitals,37.0,0.0,PD Collingwood,Feroz Shah Kotla,,,
151,IPL-2010,Nagpur,05-04-2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,1,Rajasthan Royals,2.0,0.0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",,,
152,IPL-2010,Chennai,06-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,1,Chennai Super Kings,24.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",,,
153,IPL-2010,Jaipur,07-04-2010,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,1,Rajasthan Royals,0.0,9.0,MJ Lumb,Sawai Mansingh Stadium,,,
154,IPL-2010,Kolkata,07-04-2010,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,14.0,0.0,SC Ganguly,Eden Gardens,,,
155,IPL-2010,Bangalore,08-04-2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,7.0,TL Suman,M Chinnaswamy Stadium,,,
156,IPL-2010,Chandigarh,09-04-2010,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,normal,1,Punjab Kings,0.0,6.0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",,,
157,IPL-2010,Nagpur,10-04-2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,1,Deccan Chargers,0.0,6.0,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",,,
158,IPL-2010,Bangalore,10-04-2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,,,
159,IPL-2010,Delhi,11-04-2010,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,normal,1,Punjab Kings,0.0,7.0,PP Chawla,Feroz Shah Kotla,,,
160,IPL-2010,Jaipur,11-04-2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Mumbai Indians,37.0,0.0,SR Tendulkar,Sawai Mansingh Stadium,,,
161,IPL-2010,Nagpur,12-04-2010,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Deccan Chargers,13.0,0.0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",,,
162,IPL-2010,Mumbai,13-04-2010,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,1,Mumbai Indians,39.0,0.0,KA Pollard,Brabourne Stadium,,,
163,IPL-2010,Chennai,13-04-2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,0.0,9.0,R Ashwin,"MA Chidambaram Stadium, Chepauk",,,
164,IPL-2010,Jaipur,14-04-2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,1,Royal Challengers Bangalore,0.0,5.0,KP Pietersen,Sawai Mansingh Stadium,,,
165,IPL-2010,Chennai,15-04-2010,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Delhi Capitals,0.0,6.0,G Gambhir,"MA Chidambaram Stadium, Chepauk",,,
166,IPL-2010,Dharamsala,16-04-2010,Punjab Kings,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,5.0,RG Sharma,Himachal Pradesh Cricket Association Stadium,,,
167,IPL-2010,Bangalore,17-04-2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,57.0,0.0,R McLaren,M Chinnaswamy Stadium,,,
168,IPL-2010,Kolkata,17-04-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Kolkata Knight Riders,0.0,8.0,JD Unadkat,Eden Gardens,,,
169,IPL-2010,Dharamsala,18-04-2010,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,6.0,MS Dhoni,Himachal Pradesh Cricket Association Stadium,,,
170,IPL-2010,Delhi,18-04-2010,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,1,Deccan Chargers,11.0,0.0,A Symonds,Feroz Shah Kotla,,,
171,IPL-2010,Kolkata,19-04-2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,1,Kolkata Knight Riders,0.0,9.0,M Kartik,Eden Gardens,,,
172,IPL-2010,Mumbai,21-04-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,1,Mumbai Indians,35.0,0.0,KA Pollard,Dr DY Patil Sports Academy,,,
173,IPL-2010,Mumbai,22-04-2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,1,Chennai Super Kings,38.0,0.0,DE Bollinger,Dr DY Patil Sports Academy,,,
174,IPL-2010,Mumbai,24-04-2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,1,Royal Challengers Bangalore,0.0,9.0,A Kumble,Dr DY Patil Sports Academy,,,
175,IPL-2010,Mumbai,25-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,1,Chennai Super Kings,22.0,0.0,SK Raina,Dr DY Patil Sports Academy,,,
176,IPL-2011,Chennai,08-04-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Chennai Super Kings,2.0,0.0,S Anirudha,"MA Chidambaram Stadium, Chepauk",,,
177,IPL-2011,Hyderabad,09-04-2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,8.0,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",,,
178,IPL-2011,Kochi,09-04-2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,1,Royal Challengers Bangalore,0.0,6.0,AB de Villiers,Nehru Stadium,,,
179,IPL-2011,Delhi,10-04-2011,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,1,Mumbai Indians,0.0,8.0,SL Malinga,Feroz Shah Kotla,,,
180,IPL-2011,Mumbai,10-04-2011,Punjab Kings,Pune Warriors India,Punjab Kings,bat,normal,1,Pune Warriors India,0.0,7.0,SB Wagh,Dr DY Patil Sports Academy,,,
181,IPL-2011,Kolkata,11-04-2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,1,Kolkata Knight Riders,9.0,0.0,JH Kallis,Eden Gardens,,,
182,IPL-2011,Jaipur,12-04-2011,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,1,Rajasthan Royals,0.0,6.0,SK Warne,Sawai Mansingh Stadium,,,
183,IPL-2011,Bangalore,12-04-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,9.0,SR Tendulkar,M Chinnaswamy Stadium,,,
184,IPL-2011,Chandigarh,13-04-2011,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",,,
185,IPL-2011,Mumbai,13-04-2011,Kochi Tuskers Kerala,Pune Warriors India,Kochi Tuskers Kerala,bat,normal,1,Pune Warriors India,0.0,4.0,MD Mishra,Dr DY Patil Sports Academy,,,
186,IPL-2011,Hyderabad,14-04-2011,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Deccan Chargers,33.0,0.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",,,
187,IPL-2011,Jaipur,15-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,9.0,G Gambhir,Sawai Mansingh Stadium,,,
188,IPL-2011,Mumbai,15-04-2011,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0.0,8.0,BB McCullum,Wankhede Stadium,,,
189,IPL-2011,Chennai,16-04-2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Chennai Super Kings,21.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",,,
190,IPL-2011,Hyderabad,16-04-2011,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,8.0,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",,,
191,IPL-2011,Mumbai,17-04-2011,Pune Warriors India,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,3.0,Yuvraj Singh,Dr DY Patil Sports Academy,,,
192,IPL-2011,Kolkata,17-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,8.0,L Balaji,Eden Gardens,,,
193,IPL-2011,Kochi,18-04-2011,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0.0,7.0,BB McCullum,Nehru Stadium,,,
194,IPL-2011,Delhi,19-04-2011,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,1,Deccan Chargers,16.0,0.0,S Sohal,Feroz Shah Kotla,,,
195,IPL-2011,Mumbai,20-04-2011,Pune Warriors India,Mumbai Indians,Pune Warriors India,bat,normal,1,Mumbai Indians,0.0,7.0,MM Patel,Wankhede Stadium,,,
196,IPL-2011,Kolkata,20-04-2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kochi Tuskers Kerala,6.0,0.0,DPMD Jayawardene,Eden Gardens,,,
197,IPL-2011,Chandigarh,21-04-2011,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Punjab Kings,48.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",,,
198,IPL-2011,Mumbai,22-04-2011,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,1,Mumbai Indians,8.0,0.0,Harbhajan Singh,Wankhede Stadium,,,
199,IPL-2011,Kolkata,22-04-2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,9.0,CH Gayle,Eden Gardens,,,
200,IPL-2011,Delhi,23-04-2011,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,1,Delhi Capitals,29.0,0.0,DA Warner,Feroz Shah Kotla,,,
201,IPL-2011,Hyderabad,24-04-2011,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,1,Mumbai Indians,37.0,0.0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",,,
202,IPL-2011,Jaipur,24-04-2011,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,8.0,SK Warne,Sawai Mansingh Stadium,,,
203,IPL-2011,Chennai,25-04-2011,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,normal,1,Chennai Super Kings,25.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",,,
204,IPL-2011,Delhi,26-04-2011,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,3.0,V Kohli,Feroz Shah Kotla,,,
205,IPL-2011,Mumbai,27-04-2011,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,normal,1,Chennai Super Kings,0.0,8.0,DE Bollinger,Dr DY Patil Sports Academy,,,
206,IPL-2011,Kochi,27-04-2011,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Deccan Chargers,55.0,0.0,I Sharma,Nehru Stadium,,,
207,IPL-2011,Delhi,28-04-2011,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,1,Kolkata Knight Riders,17.0,0.0,MK Tiwary,Feroz Shah Kotla,,,
208,IPL-2011,Jaipur,29-04-2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,7.0,J Botha,Sawai Mansingh Stadium,,,
209,IPL-2011,Bangalore,29-04-2011,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,normal,1,Royal Challengers Bangalore,26.0,0.0,V Kohli,M Chinnaswamy Stadium,,,
210,IPL-2011,Kochi,30-04-2011,Delhi Capitals,Kochi Tuskers Kerala,Delhi Capitals,bat,normal,1,Delhi Capitals,38.0,0.0,V Sehwag,Nehru Stadium,,,
211,IPL-2011,Kolkata,30-04-2011,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,8.0,Iqbal Abdulla,Eden Gardens,,,
212,IPL-2011,Jaipur,01-05-2011,Pune Warriors India,Rajasthan Royals,Rajasthan Royals,field,normal,1,Rajasthan Royals,0.0,6.0,LRPL Taylor,Sawai Mansingh Stadium,,,
213,IPL-2011,Chennai,01-05-2011,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,1,Chennai Super Kings,19.0,0.0,JA Morkel,"MA Chidambaram Stadium, Chepauk",,,
214,IPL-2011,Mumbai,02-05-2011,Mumbai Indians,Punjab Kings,Punjab Kings,field,normal,1,Mumbai Indians,23.0,0.0,KA Pollard,Wankhede Stadium,,,
215,IPL-2011,Delhi,02-05-2011,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0.0,7.0,P Parameswaran,Feroz Shah Kotla,,,
216,IPL-2011,Hyderabad,03-05-2011,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,1,Kolkata Knight Riders,20.0,0.0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",,,
217,IPL-2011,Chennai,04-05-2011,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,1,Chennai Super Kings,0.0,8.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",,,
218,IPL-2011,Mumbai,04-05-2011,Mumbai Indians,Pune Warriors India,Pune Warriors India,field,normal,1,Mumbai Indians,21.0,0.0,R Sharma,Dr DY Patil Sports Academy,,,
219,IPL-2011,Kochi,05-05-2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kochi Tuskers Kerala,17.0,0.0,BJ Hodge,Nehru Stadium,,,
220,IPL-2011,Hyderabad,05-05-2011,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,4.0,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",,,
221,IPL-2011,Bangalore,06-05-2011,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,1,Royal Challengers Bangalore,85.0,0.0,CH Gayle,M Chinnaswamy Stadium,,,
222,IPL-2011,Kolkata,07-05-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10.0,0.0,Iqbal Abdulla,Eden Gardens,,,
223,IPL-2011,Mumbai,07-05-2011,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Mumbai Indians,32.0,0.0,AT Rayudu,Wankhede Stadium,,,
224,IPL-2011,Bangalore,08-05-2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,1,Royal Challengers Bangalore,0.0,9.0,CH Gayle,M Chinnaswamy Stadium,,,
225,IPL-2011,Chandigarh,08-05-2011,Punjab Kings,Pune Warriors India,Punjab Kings,bat,normal,1,Pune Warriors India,0.0,5.0,R Sharma,"Punjab Cricket Association Stadium, Mohali",,,
226,IPL-2011,Jaipur,09-05-2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,1,Chennai Super Kings,63.0,0.0,M Vijay,Sawai Mansingh Stadium,,,
227,IPL-2011,Hyderabad,10-05-2011,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,normal,1,Pune Warriors India,0.0,6.0,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",,,
228,IPL-2011,Chandigarh,10-05-2011,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Punjab Kings,76.0,0.0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",,,
229,IPL-2011,Jaipur,11-05-2011,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,9.0,S Aravind,Sawai Mansingh Stadium,,,
230,IPL-2011,Chennai,12-05-2011,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,18.0,0.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",,,
231,IPL-2011,Indore,13-05-2011,Kochi Tuskers Kerala,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,6.0,KD Karthik,Holkar Cricket Stadium,,,
232,IPL-2011,Bangalore,14-05-2011,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,4.0,CH Gayle,M Chinnaswamy Stadium,,,
233,IPL-2011,Mumbai,14-05-2011,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,1,Deccan Chargers,10.0,0.0,A Mishra,Wankhede Stadium,,,
234,IPL-2011,Dharamsala,15-05-2011,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Punjab Kings,29.0,0.0,PP Chawla,Himachal Pradesh Cricket Association Stadium,,,
235,IPL-2011,Indore,15-05-2011,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0.0,8.0,BJ Hodge,Holkar Cricket Stadium,,,
236,IPL-2011,Mumbai,16-05-2011,Pune Warriors India,Deccan Chargers,Deccan Chargers,field,normal,1,Deccan Chargers,0.0,6.0,A Mishra,Dr DY Patil Sports Academy,,,
237,IPL-2011,Dharamsala,17-05-2011,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,1,Punjab Kings,111.0,0.0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,,,
238,IPL-2011,Chennai,18-05-2011,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,1,Chennai Super Kings,11.0,0.0,WP Saha,"MA Chidambaram Stadium, Chepauk",,,
239,IPL-2011,Mumbai,19-05-2011,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0.0,7.0,YK Pathan,Dr DY Patil Sports Academy,,,
240,IPL-2011,Mumbai,20-05-2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,1,Rajasthan Royals,0.0,10.0,SR Watson,Wankhede Stadium,,,
241,IPL-2011,Dharamsala,21-05-2011,Deccan Chargers,Punjab Kings,Punjab Kings,field,normal,1,Deccan Chargers,82.0,0.0,S Dhawan,Himachal Pradesh Cricket Association Stadium,,,
242,IPL-2011,Delhi,21-05-2011,Delhi Capitals,Pune Warriors India,Delhi Capitals,bat,no result,1,Unknown,0.0,0.0,Unknown,Feroz Shah Kotla,,,
243,IPL-2011,Bangalore,22-05-2011,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0.0,8.0,CH Gayle,M Chinnaswamy Stadium,,,
244,IPL-2011,Kolkata,22-05-2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,5.0,JEC Franklin,Eden Gardens,,,
245,IPL-2011,Mumbai,24-05-2011,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,1,Chennai Super Kings,0.0,6.0,SK Raina,Wankhede Stadium,,,
246,IPL-2011,Mumbai,25-05-2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,4.0,MM Patel,Wankhede Stadium,,,
247,IPL-2011,Chennai,27-05-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,1,Royal Challengers Bangalore,43.0,0.0,CH Gayle,"MA Chidambaram Stadium, Chepauk",,,
248,IPL-2011,Chennai,28-05-2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,1,Chennai Super Kings,58.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",,,
249,IPL-2012,Chennai,04-04-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,1,Mumbai Indians,0.0,8.0,RE Levi,"MA Chidambaram Stadium, Chepauk",,,
250,IPL-2012,Kolkata,05-04-2012,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,8.0,IK Pathan,Eden Gardens,,,
251,IPL-2012,Mumbai,06-04-2012,Pune Warriors India,Mumbai Indians,Mumbai Indians,field,normal,1,Pune Warriors India,28.0,0.0,SPD Smith,Wankhede Stadium,,,
252,IPL-2012,Jaipur,06-04-2012,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,1,Rajasthan Royals,31.0,0.0,AM Rahane,Sawai Mansingh Stadium,,,
253,IPL-2012,Bangalore,07-04-2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,1,Royal Challengers Bangalore,20.0,0.0,AB de Villiers,M Chinnaswamy Stadium,,,
254,IPL-2012,Visakhapatnam,07-04-2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,1,Chennai Super Kings,74.0,0.0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
255,IPL-2012,Jaipur,08-04-2012,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Rajasthan Royals,22.0,0.0,BJ Hodge,Sawai Mansingh Stadium,,,
256,IPL-2012,Pune,08-04-2012,Pune Warriors India,Punjab Kings,Pune Warriors India,bat,normal,1,Pune Warriors India,22.0,0.0,MN Samuels,Subrata Roy Sahara Stadium,,,
257,IPL-2012,Visakhapatnam,09-04-2012,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,1,Mumbai Indians,0.0,5.0,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,,,
258,IPL-2012,Bangalore,10-04-2012,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Kolkata Knight Riders,42.0,0.0,L Balaji,M Chinnaswamy Stadium,,,
259,IPL-2012,Delhi,10-04-2012,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,8.0,M Morkel,Feroz Shah Kotla,,,
260,IPL-2012,Mumbai,11-04-2012,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,1,Mumbai Indians,27.0,0.0,KA Pollard,Wankhede Stadium,,,
261,IPL-2012,Chennai,12-04-2012,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,1,Chennai Super Kings,0.0,5.0,F du Plessis,"MA Chidambaram Stadium, Chepauk",,,
262,IPL-2012,Chandigarh,12-04-2012,Pune Warriors India,Punjab Kings,Punjab Kings,field,normal,1,Punjab Kings,0.0,7.0,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",,,
263,IPL-2012,Kolkata,13-04-2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,1,Kolkata Knight Riders,0.0,5.0,Shakib Al Hasan,Eden Gardens,,,
264,IPL-2012,Pune,14-04-2012,Chennai Super Kings,Pune Warriors India,Chennai Super Kings,bat,normal,1,Pune Warriors India,0.0,7.0,JD Ryder,Subrata Roy Sahara Stadium,,,
265,IPL-2012,Kolkata,15-04-2012,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Punjab Kings,2.0,0.0,SP Narine,Eden Gardens,,,
266,IPL-2012,Bangalore,15-04-2012,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,1,Rajasthan Royals,59.0,0.0,AM Rahane,M Chinnaswamy Stadium,,,
267,IPL-2012,Mumbai,16-04-2012,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,1,Delhi Capitals,0.0,7.0,S Nadeem,Wankhede Stadium,,,
268,IPL-2012,Jaipur,17-04-2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,1,Rajasthan Royals,0.0,5.0,BJ Hodge,Sawai Mansingh Stadium,,,
269,IPL-2012,Bangalore,17-04-2012,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,bat,normal,1,Royal Challengers Bangalore,0.0,6.0,CH Gayle,M Chinnaswamy Stadium,,,
270,IPL-2012,Chandigarh,18-04-2012,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,1,Kolkata Knight Riders,0.0,8.0,G Gambhir,"Punjab Cricket Association Stadium, Mohali",,,
